uid,spell,cw
1391,ARA,釩
1392,ARA,銚
1393,ARAV,銚
1394,ARAO,鎝
1395,ARAR,鑶
1396,ARB,龔
1397,ARBB,銚
1398,ARC,鑉
1399,ARD,錯
1400,ARDD,鏌
1401,ARDO,鍣
1402,ARE,鑵
1403,ARF,鑑
1404,ARF,鋩
1405,ARFV,鋩
1406,ARI,劍
1407,ARI,釗
1408,ARI,刌
1409,ARI,剆
1410,ARIV,釗
1411,ARIR,刌
1412,ARIS,剆
1413,ARJ,聾
1414,ARJ,鉺
1415,ARJV,鉺
1416,ARJQ,鏵
1417,ARK,銬
1418,ARK,釫
1419,ARKV,釫
1420,ARN,鑠
1421,ARN,鈒
1422,ARNV,鈒
1423,ARO,鉛
1424,ARO,鎝
1425,AROB,錪
1426,AROV,鑵
1427,ARP,釢
1428,ARPF,錵
1429,ARPW,鑝
1430,ARQ,錨
1431,ARRJ,鏵
1432,ARRQ,鏵
1433,ARRR,鑷
1434,ARS,龒
1435,ARST,鐷
1436,ARU,鋷
1437,ARUP,鏾
1438,ARUY,鏗
1439,ARV,划
1440,ARVF,鑑
1441,ARVU,鑊
1442,ARW,銢
1443,ARWA,鑮
1444,ARWW,鎡
1445,ARX,鋟
1446,ARX,鏾
1447,ARX,鑈
1448,ARXV,鏾
1449,ARXR,鑈
1450,ARYF,鑉
1451,AS,戚
1452,ASB,銖
1453,ASE,鐺
1454,ASE,鉎
1455,ASEV,鉎
1456,ASEI,歛
1457,ASEP,斂
1458,ASER,劍
1459,ASER,銧
1460,ASERV,銧
1461,ASFS,鑞
1462,ASI,釧
1463,ASI,鋞
1464,ASIV,鋞
1465,ASJ,書
1466,ASL,鑞
1467,ASMB,鎖
1468,ASN,鐵
1469,ASNF,钂
1470,ASNO,鋿
1471,ASNQ,鐺
1472,ASNR,鎲
1473,ASNS,鑞
1474,ASNT,鏿
1475,ASNY,鏜
1476,ASO,鐺
1477,ASO,鋯
1478,ASOV,鋯
1479,ASOS,鑞
1480,ASP,鈔
1481,ASQ,錙
1482,ASR,銑
1483,ASRB,鑽
1484,ASS,銖
1485,AST,鍱
1486,ASU,銷
1487,ASX,銵
1488,ASYO,鐑
1489,AT,術
1490,ATA,令
1491,ATA,顉
1492,ATA,顩
1493,ATAV,顉
1494,ATAR,顩
1495,ATB,鄰
1496,ATD,斜
1497,ATD,銆
1498,ATDV,銆
1499,ATE,缽
1500,ATEE,翎
1501,ATH,怷
1502,ATI,釘
1503,ATL,術
1504,ATL,朮
1505,ATL,銃
1506,ATLV,朮
1507,ATLR,銃
1508,ATMB,顉
1509,ATMB,顩
1510,ATMBV,顩
1511,ATN,余
1512,ATN,術
1513,ATN,餘
1514,ATNV,術
1515,ATNR,餘
1516,ATNF,鴒
1517,ATO,鈳
1518,ATOE,鑩
1519,ATOL,鑩
1520,ATP,銻
1521,ATP,敘
1522,ATPV,敘
1523,ATR,劊
1524,ATR,銃
1525,ATRV,銃
1526,ATT,領
1527,ATTB,領
1528,ATU,敘
1529,ATU,錥
1530,ATUV,錥
1531,ATV,銜
1532,ATW,述
1533,ATW,途
1534,ATW,瓴
1535,ATWV,途
1536,ATWR,瓴
1537,ATWF,鶐
1538,ATZU,敘
1539,AU,澳
1540,AU,奧
1541,AUA,釵
1542,AUA,鋝
1543,AUAV,鋝
1544,AUB,鉯
1545,AUBP,鋑
1546,AUDM,鏒
1547,AUE,朗
1548,AUE,鑰
1549,AUE,鈅
1550,AUEV,鑰
1551,AUER,鈅
1552,AUI,鋞
1553,AUJ,釪
1554,AUM,鏒
1555,AUN,銢
1556,AUO,鈶
1557,AUP,釮
1558,AUQ,鐳
1559,AUQ,鐸
1560,AUQV,鐸
1561,AUR,俞
1562,AUR,鈗
1563,AUR,鑐
1564,AURV,鈗
1565,AURB,鄃
1566,AURH,愈
1567,AURI,歈
1568,AURM,毹
1569,AURP,鋑
1570,AURR,覦
1571,AURW,逾
1572,AUS,鉾
1573,AUTR,鑐
1574,AUU,錋
1575,AUUM,鏒
1576,AUUT,鎟
1577,AUUU,錣
1578,AUV,奧
1579,AUY,塱
1580,AUY,鋞
1581,AUYV,鋞
1582,AV,族
1583,AVDP,鍑
1584,AVE,錐
1585,AVF,鐎
1586,AVJ,鎨
1587,AVM,鐫
1588,AVMB,鐨
1589,AVN,鉓
1590,AVN,鏷
1591,AVNV,鏷
1592,AVO,錡
1593,AVOM,鋂
1594,AVS,鋉
1595,AVT,鏶
1596,AVU,鐫
1597,AVX,鍑
1598,AVZ,釳
1599,AV，,ぁ
1600,AV.,ァ
1601,AW,錄
1602,AWB,鐖
1603,AWD,錔
1604,AWDM,鐋
1605,AWE,鐋
1606,AWF,鎢
1607,AWH,鑇
1608,AWI,釕
1609,AWJ,鍏
1610,AWLK,鎃
1611,AWLS,鏟
1612,AWN,逾
1613,AWN,迆
1614,AWN,過
1615,AWN,冰
1616,AWNV,迆
1617,AWNR,過
1618,AWNS,冰
1619,AWO,鋙
1620,AWO,鋊
1621,AWOV,鋊
1622,AWOS,鍏
1623,AWPT,鑠
1624,AWR,鑇
1625,AWWB,鐖
1626,AX,貸
1627,AX,犮
1628,AXA,鏄
1629,AXAU,鎩
1630,AXD,錉
1631,AXE,壹
1632,AXE,銪
1633,AXEV,銪
1634,AXH,忒
1635,AXI,式
1636,AXIZ,銌
1637,AXJ,鐔
1638,AXK,銙
1639,AXM,鍎
1640,AXMB,貣
1641,AXME,彧
1642,AXN,鈽
1643,AXNF,鳶
1644,AXO,鏑
1645,AXR,貳
1646,AXRB,貳
1647,AXTU,鎩
1648,AXU,發
1649,AXU,髮
1650,AXU,鈜
1651,AXU,銪
1652,AXUV,髮
1653,AXUR,鈜
1654,AXUS,銪
1655,AXUP,鍐
1656,AXV,隿
1657,AXX,弋
1658,AXX,義
1659,AXX,犮
1660,AXXV,義
1661,AXXR,犮
1662,AY,成
1663,AYBP,錂
1664,AYBW,鐽
1665,AYBY,錴
1666,AYE,壟
1667,AYE,鎰
1668,AYE,酓
1669,AYE,釷
1670,AYE,錴
1671,AYEV,鎰
1672,AYER,酓
1673,AYES,釷
1674,AYED,韽
1675,AYEF,盦
1676,AYEO,鉰
1677,AYH,念
1678,AYH,鋕
1679,AYHV,鋕
1680,AYHP,敜
1681,AYLK,衾
1682,AYMB,貪
1683,AYNF,鳹
1684,AYO,含
1685,AYO,銡
1686,AYOV,銡
1687,AYOB,頷
1688,AYOK,鎱
1689,AYOQ,鐵
1690,AYOT,頷
1691,AYPD,鍺
1692,AYPF,銠
1693,AYPK,銬
1694,AYR,鐃
1695,AYRP,錂
1696,AYRY,錴
1697,AYU,鉣
1698,AYUF,鎑
1699,AYV,雂
1700,AYW,鐽
1701,AYX,錂
1702,AYY,今
1703,AYY,銈
1704,AYYV,銈
1705,AYYA,鑄
1706,AYYR,鐃
1707,AYYY,銂
1708,AZ,之
1709,AZAS,鐬
1710,AZED,钀
1711,AZEQ,鐻
1712,AZF,錳
1713,AZH,鏬
1714,AZJ,釨
1715,AZJ,鏼
1716,AZJV,鏼
1717,AZJS,鏼
1718,AZL,釔
1719,AZMB,鍞
1720,AZN,之
1721,AZN,鐻
1722,AZNV,鐻
1723,AZO,鑽
1724,AZO,鉆
1725,AZOV,鉆
1726,AZOF,鏀
1727,AZOX,鏀
1728,AZQD,鐪
1729,AZQF,鑪
1730,AZQH,鑢
1731,AZU,鈙
1732,AZU,錹
1733,AZUV,錹
1734,AZZ,釔
1735,A，,あ
1736,A，,ぁ
1737,A，V,ぁ
1738,A.,ア
1739,A.,ァ
1740,A.V,ァ
1741,B,八
1742,BA,不
1743,BAC,險
1744,BAD,獘
1745,BADO,凔
1746,BAE,險
1747,BAE,凎
1748,BAEV,凎
1749,BAFU,陰
1750,BAI,隃
1751,BAJQ,舖
1752,BAKP,隴
1753,BAL,隴
1754,BAL,阤
1755,BALV,阤
1756,BAM,陯
1757,BAO,冾
1758,BAOB,險
1759,BAP,冷
1760,BAQG,隇
1761,BAQO,減
1762,BASE,險
1763,BAT,冷
1764,BAT,除
1765,BAT,涂
1766,BATV,除
1767,BATR,涂
1768,BAUR,隃
1769,BAV,慈
1770,BAX,冹
1771,BAXX,冹
1772,BAYT,陰
1773,BAYU,陰
1774,BA，,ば
1775,BA.,バ
1776,BB,資
1777,BBAE,韱
1778,BBB,眾
1779,BBBF,鶺
1780,BBBJ,傘
1781,BBBU,脊
1782,BBE,叢
1783,BBEA,鐆
1784,BBEF,隘
1785,BBEF,隒
1786,BBEFV,隒
1787,BBEQ,隊
1788,BBEU,陰
1789,BBEW,隧
1790,BBEY,墜
1791,BBH,除
1792,BBH,慫
1793,BBH,涂
1794,BBHV,慫
1795,BBHR,涂
1796,BBI,鄫
1797,BBJ,傘
1798,BBL,阰
1799,BBM,俎
1800,BBN,從
1801,BBN,隊
1802,BBNV,隊
1803,BBO,谷
1804,BBOA,豅
1805,BBOB,郤
1806,BBOB,谼
1807,BBOBV,谼
1808,BBOC,螸
1809,BBOF,鵒
1810,BBOH,慾
1811,BBOI,欲
1812,BBOI,谾
1813,BBOIV,谾
1814,BBOL,豅
1815,BBOM,豂
1816,BBOO,谽
1817,BBOP,卻
1818,BBOP,豃
1819,BBOPV,豃
1820,BBOQ,谻
1821,BBOU,谹
1822,BBOZ,谻
1823,BBPD,階
1824,BBQ,羋
1825,BBR,階
1826,BBR,聳
1827,BBRV,聳
1828,BBV,鄭
1829,BBY,坐
1830,BBY,陛
1831,BBY,墜
1832,BBYV,陛
1833,BBYP,夎
1834,BBYR,剉
1835,BC,凍
1836,BCA,蟞
1837,BCC,陊
1838,BCEB,隤
1839,BCEY,墬
1840,BCI,沖
1841,BCJ,陣
1842,BCJ,沖
1843,BCJV,沖
1844,BCS,陳
1845,BCS,凍
1846,BCSV,凍
1847,BCSC,螴
1848,BCSP,敶
1849,BCT,柒
1850,BCY,凐
1851,BD,階
1852,BDA,頭
1853,BDB,邠
1854,BDE,岔
1855,BDE,冱
1856,BDEV,冱
1857,BDEM,陽
1858,BDEZ,隄
1859,BDF,盆
1860,BDF,斃
1861,BDF,炃
1862,BDFV,斃
1863,BDFR,炃
1864,BDH,忿
1865,BDK,限
1866,BDMB,貧
1867,BDN,頭
1868,BDN,奀
1869,BDNV,奀
1870,BDNF,鳻
1871,BDO,普
1872,BDO,陽
1873,BDOV,陽
1874,BDP,分
1875,BDP,剪
1876,BDP,攽
1877,BDPV,剪
1878,BDPR,攽
1879,BDR,冽
1880,BDR,弅
1881,BDRV,弅
1882,BDRK,陓
1883,BDT,頒
1884,BDTB,頒
1885,BDTO,陭
1886,BDV,剪
1887,BDVM,陽
1888,BDWF,隰
1889,BDX,阞
1890,BDY,坌
1891,BDY,阞
1892,BDYV,阞
1893,BE,並
1894,BEA,尊
1895,BEAD,猷
1896,BEAF,鷷
1897,BEAP,夔
1898,BEAW,遵
1899,BEB,邳
1900,BEBC,蠲
1901,BEBF,益
1902,BEBF,鷁
1903,BEBFV,鷁
1904,BECC,蠤
1905,BED,奠
1906,BED,關
1907,BED,隑
1908,BEDV,關
1909,BEDR,隑
1910,BEDB,鄭
1911,BEDW,送
1912,BEE,丕
1913,BEE,凈
1914,BEE,翦
1915,BEEV,凈
1916,BEER,翦
1917,BEEF,兼
1918,BEEH,隱
1919,BEEI,歉
1920,BEFD,普
1921,BEFE,並
1922,BEI,仚
1923,BEI,屳
1924,BEIV,屳
1925,BEIH,隱
1926,BEIT,檃
1927,BEL,陋
1928,BEN,陃
1929,BENB,陃
1930,BENL,陋
1931,BEO,酋
1932,BEOQ,畣
1933,BEOT,隔
1934,BEP,陽
1935,BEQW,遂
1936,BER,阢
1937,BESI,陘
1938,BEU,朔
1939,BEUD,剪
1940,BEUE,翦
1941,BEUF,煎
1942,BEUH,愬
1943,BEUR,前
1944,BEUT,槊
1945,BEUY,塑
1946,BEV,翁
1947,BEV,凗
1948,BEVV,凗
1949,BEW,逆
1950,BEW,遒
1951,BEWV,遒
1952,BEWF,鶿
1953,BEWH,慈
1954,BEWW,茲
1955,BEWZ,孳
1956,BEZ,歪
1957,BEZP,夔
1958,BE，,べ
1959,BE.,ベ
1960,BF,為
1961,BFA,煎
1962,BFE,盃
1963,BFG,狹
1964,BFL,侖
1965,BFN,湊
1966,BFND,湊
1967,BFT,柒
1968,BFU,脊
1969,BFV,斃
1970,BFVZ,凝
1971,BFY,防
1972,BG,障
1973,BGE,陲
1974,BGJ,阡
1975,BGJY,陲
1976,BGN,陝
1977,BGN,關
1978,BGN,陜
1979,BGNV,關
1980,BGNR,陜
1981,BGNB,鄭
1982,BGNW,送
1983,BGO,舍
1984,BGOB,館
1985,BGOF,鵨
1986,BGOI,舖
1987,BGOQ,舖
1988,BGOU,舒
1989,BGQ,隀
1990,BGX,嫳
1991,BGY,隉
1992,BGZ,孬
1993,BH,隱
1994,BHA,憋
1995,BHA,余
1996,BHA,羭
1997,BHA,羷
1998,BHAV,余
1999,BHAS,羷
2000,BHAB,羷
2001,BHAJ,羢
2002,BHAO,羬
2003,BHAP,羚
2004,BHAR,羭
2005,BHAT,羚
2006,BHAX,羢
2007,BHBB,鄯
2008,BHBD,羒
2009,BHBO,善
2010,BHD,斜
2011,BHD,羯
2012,BHDV,羯
2013,BHDL,羯
2014,BHE,羞
2015,BHE,峹
2016,BHE,羠
2017,BHEV,峹
2018,BHER,羠
2019,BHEE,翔
2020,BHEE,嵞
2021,BHEEV,嵞
2022,BHEF,羰
2023,BHEI,羥
2024,BHH,悆
2025,BHH,羧
2026,BHHV,羧
2027,BHI,差
2028,BHIU,齹
2029,BHJ,羊
2030,BHJ,羵
2031,BHJV,羵
2032,BHJB,羠
2033,BHJB,羵
2034,BHJBV,羵
2035,BHK,羬
2036,BHLE,羶
2037,BHLM,羶
2038,BHLP,羻
2039,BHLS,羱
2040,BHM,著
2041,BHMQ,羳
2042,BHN,余
2043,BHN,餘
2044,BHNV,餘
2045,BHNA,養
2046,BHNK,養
2047,BHNP,隞
2048,BHNR,養
2049,BHNR,羦
2050,BHNRV,羦
2051,BHNT,羜
2052,BHO,羷
2053,BHP,敘
2054,BHP,毖
2055,BHPV,毖
2056,BHQ,畬
2057,BHRB,鄯
2058,BHRO,善
2059,BHRU,羖
2060,BHSI,羥
2061,BHU,敘
2062,BHU,凊
2063,BHUV,凊
2064,BHUI,羥
2065,BHUP,羧
2066,BHUR,羺
2067,BHUY,羥
2068,BHV,慈
2069,BHV,雓
2070,BHVV,雓
2071,BHW,途
2072,BHXE,羝
2073,BHY,羱
2074,BHZU,敘
2075,BI,前
2076,BIE,仝
2077,BIF,盜
2078,BIG,姿
2079,BIH,恣
2080,BIH,秶
2081,BIHV,秶
2082,BII,丫
2083,BII,個
2084,BIIV,個
2085,BIJ,舖
2086,BIM,粢
2087,BIMB,資
2088,BIN,次
2089,BIO,咨
2090,BIOT,楶
2091,BIRF,凞
2092,BIT,栥
2093,BIV,羨
2094,BIW,瓷
2095,BIX,餈
2096,BI，,び
2097,BI.,ビ
2098,BJ,半
2099,BJA,際
2100,BJEG,凄
2101,BJG,凄
2102,BJJ,阱
2103,BJJ,畢
2104,BJJV,畢
2105,BJN,隄
2106,BJN,決
2107,BJNV,決
2108,BJQC,螴
2109,BJQP,敶
2110,BJQS,陳
2111,BJQS,凍
2112,BJQSV,凍
2113,BJRS,際
2114,BJV,障
2115,BK,全
2116,BKB,郱
2117,BKBB,鄯
2118,BKBF,鯗
2119,BKBI,羡
2120,BKBI,羨
2121,BKBIV,羨
2122,BKBK,凘
2123,BKBO,善
2124,BKBR,養
2125,BKD,美
2126,BKDC,艵
2127,BKDL,艵
2128,BKE,全
2129,BKF,羔
2130,BKF,蓋
2131,BKFV,蓋
2132,BKFD,羹
2133,BKG,姜
2134,BKH,恙
2135,BKI,義
2136,BKIK,羲
2137,BKIR,羲
2138,BKJ,并
2139,BKJ,並
2140,BKJV,並
2141,BKK,兮
2142,BKK,羲
2143,BKKV,羲
2144,BKNC,艵
2145,BKNF,鵧
2146,BKNL,艵
2147,BKNN,羑
2148,BKO,減
2149,BKPE,羞
2150,BKPI,差
2151,BKPM,著
2152,BKPU,齹
2153,BKR,羌
2154,BKRB,鄯
2155,BKRI,羡
2156,BKRI,羨
2157,BKRIV,羨
2158,BKRO,善
2159,BKT,頩
2160,BKTB,頩
2161,BKU,羕
2162,BKV,羛
2163,BKW,瓶
2164,BKW,迸
2165,BKW,羕
2166,BKWV,迸
2167,BKWR,羕
2168,BKWI,羨
2169,BKX,養
2170,BL,比
2171,BLA,禽
2172,BLDJ,障
2173,BLH,陔
2174,BLL,亡
2175,BLO,陪
2176,BLOH,凜
2177,BLOS,涼
2178,BLOS,凜
2179,BLOSV,凜
2180,BLP,阨
2181,BLPS,隡
2182,BLR,阬
2183,BLS,涼
2184,BLU,叛
2185,BLU,阪
2186,BLUV,阪
2187,BLUL,隴
2188,BLV,陋
2189,BLXU,禽
2190,BM,陽
2191,BMC,鄰
2192,BMCS,鄰
2193,BME,阻
2194,BMEV,糴
2195,BMF,馮
2196,BMFH,憑
2197,BML,毞
2198,BMN,粊
2199,BMO,瞥
2200,BMV,貧
2201,BN,人
2202,BNB,館
2203,BNBB,肏
2204,BND,券
2205,BNE,淨
2206,BNE,凈
2207,BNEV,凈
2208,BNEH,隱
2209,BNEQ,豢
2210,BNF,陀
2211,BNF,鴀
2212,BNF,鷩
2213,BNF,鵨
2214,BNFV,鴀
2215,BNFR,鷩
2216,BNFS,鵨
2217,BNG,陷
2218,BNH,拳
2219,BNI,陶
2220,BNI,謄
2221,BNIV,謄
2222,BNJ,幣
2223,BNM,眷
2224,BNM,陱
2225,BNMV,陱
2226,BNN,帣
2227,BNN,觠
2228,BNNV,觠
2229,BNO,凋
2230,BNP,卷
2231,BNQ,甭
2232,BNQ,弮
2233,BNQV,弮
2234,BNRR,院
2235,BNS,牶
2236,BNS,絭
2237,BNSV,絭
2238,BNW,韏
2239,BNWS,韏
2240,BNWU,陶
2241,BNYO,凋
2242,BNZU,齤
2243,BO,曾
2244,BO,舍
2245,BOA,險
2246,BOC,鄨
2247,BOCL,鄨
2248,BOD,普
2249,BOE,並
2250,BOH,總
2251,BOJO,凅
2252,BOMB,隕
2253,BOO,否
2254,BOR,兌
2255,BORP,敓
2256,BORU,敓
2257,BOV,舍
2258,BOZ,蹩
2259,BO，,ぼ
2260,BO.,ボ
2261,BP,入
2262,BPA,附
2263,BPD,皆
2264,BPDD,勓
2265,BPDF,鶛
2266,BPDK,隍
2267,BPES,隆
2268,BPG,陴
2269,BPL,倉
2270,BPLU,麶
2271,BPND,隩
2272,BPNF,鶬
2273,BPOB,隩
2274,BPQG,陴
2275,BPQU,隗
2276,BPR,創
2277,BPRU,隗
2278,BPS,降
2279,BPS,隆
2280,BPSV,隆
2281,BPV,陵
2282,BPX,陂
2283,BQ,隊
2284,BQA,隤
2285,BQD,曾
2286,BQDB,鄫
2287,BQDW,甑
2288,BQEO,獸
2289,BQI,弚
2290,BQIF,鵜
2291,BQIP,弟
2292,BQIR,剃
2293,BQIW,遞
2294,BQJ,單
2295,BQJQ,戰
2296,BQK,彆
2297,BQK,隈
2298,BQKV,隈
2299,BQN,隒
2300,BQNU,隅
2301,BQP,弟
2302,BQPF,鵜
2303,BQPR,剃
2304,BQPW,遞
2305,BQU,陸
2306,BQY,彆
2307,BR,院
2308,BRD,陾
2309,BRI,判
2310,BRI,介
2311,BRI,陑
2312,BRIV,介
2313,BRIR,陑
2314,BRJ,弊
2315,BROF,凞
2316,BRP,羲
2317,BRR,阮
2318,BRRU,脊
2319,BRS,際
2320,BRS,佘
2321,BRSV,佘
2322,BRSS,陫
2323,BRU,陬
2324,BRV,介
2325,BRX,隬
2326,BS,隆
2327,BSA,尒
2328,BSB,陎
2329,BSDS,隙
2330,BSE,蘭
2331,BSI,陘
2332,BSPS,隙
2333,BSR,冼
2334,BSS,陎
2335,BSV,凍
2336,BT,隔
2337,BTA,會
2338,BTA,頖
2339,BTAV,頖
2340,BTD,陌
2341,BTM,首
2342,BTMA,導
2343,BTMB,頖
2344,BTME,馘
2345,BTMH,馘
2346,BTMP,夔
2347,BTMW,道
2348,BTND,陾
2349,BTNL,陋
2350,BTNR,陑
2351,BTO,阿
2352,BTR,劊
2353,BTZP,夔
2354,BU,舒
2355,BUA,公
2356,BUE,陰
2357,BUEE,翁
2358,BUEF,鶲
2359,BUF,鱉
2360,BUI,舒
2361,BUI,陘
2362,BUIV,陘
2363,BUO,冶
2364,BUR,阭
2365,BURM,毤
2366,BUT,頌
2367,BUTB,頌
2368,BUV,阪
2369,BUW,瓮
2370,BUY,陘
2371,BU，,ぶ
2372,BU.,ブ
2373,BV,善
2374,BVA,隗
2375,BVE,准
2376,BVE,準
2377,BVEV,準
2378,BVF,阼
2379,BVO,陭
2380,BVZ,阣
2381,BW,遵
2382,BWA,甑
2383,BWF,為
2384,BWFB,鄬
2385,BWH,隮
2386,BWLS,隡
2387,BWN,冰
2388,BWN,還
2389,BWN,汆
2390,BWNV,還
2391,BWNR,汆
2392,BWUU,禽
2393,BWV,遂
2394,BX,義
2395,BX,敝
2396,BXA,釜
2397,BXC,爸
2398,BXCC,爹
2399,BXCL,爸
2400,BXE,阺
2401,BXE,陏
2402,BXEV,陏
2403,BXGE,釜
2404,BXIE,嶞
2405,BXIF,隳
2406,BXIH,隳
2407,BXII,隓
2408,BXIU,隋
2409,BXIW,隨
2410,BXIY,墮
2411,BXK,斧
2412,BXK,陓
2413,BXKV,陓
2414,BXN,隨
2415,BXP,爺
2416,BXRB,爺
2417,BXU,陏
2418,BXUW,隨
2419,BXUY,墮
2420,BXV,敝
2421,BXX,父
2422,BXY,陞
2423,BY,墜
2424,BYBP,凌
2425,BYBP,陵
2426,BYBPV,陵
2427,BYBY,陸
2428,BYE,陸
2429,BYE,隘
2430,BYE,坒
2431,BYEV,隘
2432,BYER,坒
2433,BYFP,隞
2434,BYO,舍
2435,BYOI,舖
2436,BYOQ,舖
2437,BYPD,陼
2438,BYR,隢
2439,BYRP,凌
2440,BYRP,陵
2441,BYRPV,陵
2442,BYRY,陸
2443,BYU,阹
2444,BYV,陵
2445,BYX,凌
2446,BYX,陵
2447,BYXV,陵
2448,BYYR,隢
2449,BYZ,陡
2450,BZ,凝
2451,BZE,企
2452,BZE,阯
2453,BZEV,阯
2454,BZJ,阠
2455,BZN,乏
2456,BZNF,鴔
2457,BZO,阽
2458,BZS,陟
2459,BZSF,騭
2460,BZX,阠
2461,C,七
2462,CA,夕
2463,CA,虫
2464,CAV,虫
2465,CAA,尉
2466,CAA,轛
2467,CAAV,轛
2468,CAB,螂
2469,CADB,螂
2470,CADK,蜋
2471,CAF,熨
2472,CAH,慰
2473,CAI,輸
2474,CAI,蝓
2475,CAIV,蝓
2476,CAJQ,輔
2477,CAJQ,蜅
2478,CAJQV,蜅
2479,CAJW,蛷
2480,CAK,蛀
2481,CAK,蚘
2482,CAK,軴
2483,CAKV,蚘
2484,CAKR,軴
2485,CAKM,蛖
2486,CAL,蠬
2487,CALK,褽
2488,CAM,輪
2489,CAM,蜦
2490,CAMV,蜦
2491,CAN,蜋
2492,CAO,蛤
2493,CAP,蛉
2494,CAP,軨
2495,CAPV,軨
2496,CAQE,蜮
2497,CAQG,蝛
2498,CAQH,轗
2499,CAQQ,輚
2500,CAS,犚
2501,CAT,蛉
2502,CAT,蜍
2503,CAT,軨
2504,CATV,蜍
2505,CATR,軨
2506,CAUR,輸
2507,CAUR,蝓
2508,CAURV,蝓
2509,CAX,蟻
2510,CAX,蛂
2511,CAX,軷
2512,CAXV,蛂
2513,CAXR,軷
2514,CAXI,軾
2515,CAXX,蛂
2516,CAXX,軷
2517,CAXXV,軷
2518,CAY,蚙
2519,CAY,軡
2520,CAYV,軡
2521,CB,輿
2522,CBBO,輍
2523,CBD,蚡
2524,CBE,蚽
2525,CBE,蝤
2526,CBE,輶
2527,CBEV,蝤
2528,CBER,輶
2529,CBF,輪
2530,CBH,蜍
2531,CBH,蛘
2532,CBHV,蛘
2533,CBHH,羼
2534,CBIB,蠀
2535,CBK,屏
2536,CBK,蛢
2537,CBK,軿
2538,CBK,輇
2539,CBKV,蛢
2540,CBKS,輇
2541,CBKI,蟻
2542,CBKI,轙
2543,CBKIV,轙
2544,CBKR,蜣
2545,CBL,屁
2546,CBL,蚍
2547,CBLV,蚍
2548,CBM,軫
2549,CBMX,餮
2550,CBNL,蜷
2551,CBNP,蜷
2552,CBO,層
2553,CBOH,蟌
2554,CBOR,蛻
2555,CBPD,蝔
2556,CBQD,層
2557,CBR,蚧
2558,CBTO,屙
2559,CBU,蚣
2560,CBUE,螉
2561,CBV,咫
2562,CBWF,蟡
2563,CBX,蟻
2564,CBX,蚥
2565,CBX,轙
2566,CBXV,蚥
2567,CBXR,轙
2568,CBY,蜌
2569,CBZ,覂
2570,CC,屬
2571,CCA,多
2572,CCC,蟲
2573,CCC,轟
2574,CCCV,轟
2575,CCCF,蠱
2576,CCDJ,蟫
2577,CCEE,翗
2578,CCEQ,蝝
2579,CCH,患
2580,CCH,蟪
2581,CCHV,蟪
2582,CCI,串
2583,CCJ,串
2584,CCJO,蜛
2585,CCK,螹
2586,CCL,蚆
2587,CCM,蝞
2588,CCN,蚇
2589,CCN,軮
2590,CCN,蠌
2591,CCNV,軮
2592,CCNR,蠌
2593,CCNO,夠
2594,CCRK,輾
2595,CCRS,螵
2596,CCS,蝀
2597,CCSC,郺
2598,CCSL,郺
2599,CCUA,轉
2600,CCUH,蟪
2601,CCV,飄
2602,CCW,迻
2603,CCW,轋
2604,CCWV,轋
2605,CCWC,蠾
2606,CCZZ,轏
2607,CD,屠
2608,CDA,軔
2609,CDB,輥
2610,CDBS,蟟
2611,CDBS,轑
2612,CDBSV,轑
2613,CDCR,輓
2614,CDEM,蝪
2615,CDEZ,蝭
2616,CDF,屍
2617,CDF,蝹
2618,CDF,轀
2619,CDFV,蝹
2620,CDFR,轀
2621,CDFU,蟃
2622,CDI,蠍
2623,CDI,輲
2624,CDIV,輲
2625,CDJ,蚪
2626,CDJ,覃
2627,CDJV,覃
2628,CDJF,鷣
2629,CDK,蛝
2630,CDKW,螁
2631,CDL,蝎
2632,CDL,輵
2633,CDLV,輵
2634,CDLK,袃
2635,CDM,蝐
2636,CDMB,蝜
2637,CDN,軔
2638,CDN,軑
2639,CDNV,軑
2640,CDNI,蠍
2641,CDNL,蝎
2642,CDNL,輵
2643,CDNLV,輵
2644,CDNM,蜴
2645,CDO,蚎
2646,CDO,蛁
2647,CDO,軺
2648,CDOV,蛁
2649,CDOR,軺
2650,CDOW,遷
2651,CDP,切
2652,CDP,虭
2653,CDPV,虭
2654,CDPW,遷
2655,CDR,蛚
2656,CDUP,蝍
2657,CDV,蟆
2658,CDVM,蝪
2659,CE,溪
2660,CE,盍
2661,CEV,盍
2662,CEA,蛶
2663,CEB,輛
2664,CEBW,遣
2665,CED,螘
2666,CEDO,轎
2667,CEE,屈
2668,CEEF,鶌
2669,CEEM,蟉
2670,CEEM,轇
2671,CEEMV,轇
2672,CEEV,蠗
2673,CEFF,彘
2674,CEGU,蝯
2675,CEI,岊
2676,CEIA,蟳
2677,CEL,輓
2678,CEL,軘
2679,CELV,軘
2680,CEM,蟉
2681,CEM,轇
2682,CEMV,轇
2683,CEMB,貴
2684,CEMR,彝
2685,CEMW,遺
2686,CEN,夤
2687,CEN,蛦
2688,CEN,蛃
2689,CENV,蛦
2690,CENR,蛃
2691,CENB,輛
2692,CENB,夤
2693,CENB,蛃
2694,CENBV,夤
2695,CENBR,蛃
2696,CENT,彙
2697,CEO,輑
2698,CEOQ,輻
2699,CEOQ,蝠
2700,CEOQV,蝠
2701,CEP,蜴
2702,CEP,蝪
2703,CEPV,蝪
2704,CEQ,彖
