15118,ㄅㄥ,閍
15617,ㄅㄥ,伻
3844,ㄅㄥˋ,蹦
3906,ㄅㄥˋ,繃
4917,ㄅㄥˋ,蚌
5223,ㄅㄥˋ,迸
5525,ㄅㄥˋ,泵
10271,ㄅㄥˋ,塴
10636,ㄅㄥˋ,堋
11156,ㄅㄥˋ,埲
13986,ㄅㄥˋ,跰
15073,ㄅㄥˋ,搒
4259,ㄅㄥˊ,甭
9124,ㄅㄥˊ,甮
10012,ㄅㄥˇ,琫
11155,ㄅㄥˇ,埲
11502,ㄅㄥˇ,菶
14947,ㄅㄥˇ,誁
1995,ㄅㄧ,逼
5644,ㄅㄧ,屄
8523,ㄅㄧ,偪
14128,ㄅㄧ,豍
14438,ㄅㄧ,稫
14912,ㄅㄧ,箄
431,ㄅㄧˋ,必
746,ㄅㄧˋ,畢
1276,ㄅㄧˋ,避
1777,ㄅㄧˋ,閉
1900,ㄅㄧˋ,幣
1979,ㄅㄧˋ,碧
2002,ㄅㄧˋ,敝
2012,ㄅㄧˋ,壁
2392,ㄅㄧˋ,弊
2451,ㄅㄧˋ,臂
2612,ㄅㄧˋ,斃
3065,ㄅㄧˋ,鄙
3292,ㄅㄧˋ,嗶
3338,ㄅㄧˋ,蔽
3841,ㄅㄧˋ,璧
4079,ㄅㄧˋ,俾
4335,ㄅㄧˋ,庇
4363,ㄅㄧˋ,辟
4393,ㄅㄧˋ,跛
4509,ㄅㄧˋ,痺
4617,ㄅㄧˋ,贔
4866,ㄅㄧˋ,躄
5014,ㄅㄧˋ,弼
5083,ㄅㄧˋ,埤
5147,ㄅㄧˋ,愎
5202,ㄅㄧˋ,婢
5591,ㄅㄧˋ,陛
5653,ㄅㄧˋ,賁
5676,ㄅㄧˋ,畀
5786,ㄅㄧˋ,皕
5970,ㄅㄧˋ,睥
6001,ㄅㄧˋ,裨
6299,ㄅㄧˋ,痹
6396,ㄅㄧˋ,庳
6473,ㄅㄧˋ,薜
6533,ㄅㄧˋ,篳
6670,ㄅㄧˋ,苾
7033,ㄅㄧˋ,疪
7393,ㄅㄧˋ,蓽
7581,ㄅㄧˋ,狴
7785,ㄅㄧˋ,髲
7792,ㄅㄧˋ,閟
8412,ㄅㄧˋ,馝
8552,ㄅㄧˋ,箅
8575,ㄅㄧˋ,骳
8646,ㄅㄧˋ,鉍
8737,ㄅㄧˋ,髀
8908,ㄅㄧˋ,鮅
9087,ㄅㄧˋ,繴
9196,ㄅㄧˋ,邲
9478,ㄅㄧˋ,蹕
9503,ㄅㄧˋ,珌
9513,ㄅㄧˋ,楅
9693,ㄅㄧˋ,飶
9758,ㄅㄧˋ,篦
9868,ㄅㄧˋ,鵖
9873,ㄅㄧˋ,鷝
9924,ㄅㄧˋ,錍
10615,ㄅㄧˋ,堛
11089,ㄅㄧˋ,獙
11092,ㄅㄧˋ,鄪
11184,ㄅㄧˋ,鎞
11226,ㄅㄧˋ,毖
11618,ㄅㄧˋ,蜌
11691,ㄅㄧˋ,佖
11713,ㄅㄧˋ,熚
11803,ㄅㄧˋ,綼
11840,ㄅㄧˋ,驆
11864,ㄅㄧˋ,柲
11956,ㄅㄧˋ,咇
12205,ㄅㄧˋ,罼
12297,ㄅㄧˋ,柫
12321,ㄅㄧˋ,詖
12719,ㄅㄧˋ,怭
12778,ㄅㄧˋ,妼
13016,ㄅㄧˋ,廦
13062,ㄅㄧˋ,襞
13121,ㄅㄧˋ,嬖
13122,ㄅㄧˋ,揊
13193,ㄅㄧˋ,鏎
13259,ㄅㄧˋ,腷
13401,ㄅㄧˋ,萆
13562,ㄅㄧˋ,坒
13573,ㄅㄧˋ,踾
13596,ㄅㄧˋ,梐
13601,ㄅㄧˋ,蓖
13750,ㄅㄧˋ,彃
13873,ㄅㄧˋ,鄨
13978,ㄅㄧˋ,駜
14030,ㄅㄧˋ,胇
14205,ㄅㄧˋ,粊
14253,ㄅㄧˋ,獘
14439,ㄅㄧˋ,稫
14511,ㄅㄧˋ,鷩
14534,ㄅㄧˋ,愊
14704,ㄅㄧˋ,翍
14913,ㄅㄧˋ,箄
14945,ㄅㄧˋ,鼊
15095,ㄅㄧˋ,滭
15606,ㄅㄧˋ,湢
15639,ㄅㄧˋ,觱
15687,ㄅㄧˋ,芘
15771,ㄅㄧˋ,襣
15843,ㄅㄧˋ,縪
2097,ㄅㄧˊ,鼻
10125,ㄅㄧˊ,荸
175,ㄅㄧˇ,比
1109,ㄅㄧˇ,筆
1376,ㄅㄧˇ,彼
3064,ㄅㄧˇ,鄙
4094,ㄅㄧˇ,匕
6875,ㄅㄧˇ,柀
6916,ㄅㄧˇ,妣
8136,ㄅㄧˇ,秕
8697,ㄅㄧˇ,疕
10140,ㄅㄧˇ,朼
11955,ㄅㄧˇ,咇
12384,ㄅㄧˇ,貏
12567,ㄅㄧˇ,潷
12701,ㄅㄧˇ,沘
13453,ㄅㄧˇ,崥
3343,ㄅㄧㄝ,鱉
4002,ㄅㄧㄝ,憋
5689,ㄅㄧㄝ,虌
12629,ㄅㄧㄝ,蟞
14510,ㄅㄧㄝ,鷩
4626,ㄅㄧㄝˋ,彆
255,ㄅㄧㄝˊ,別
6298,ㄅㄧㄝˊ,蛂
6548,ㄅㄧㄝˊ,蹩
8113,ㄅㄧㄝˊ,襒
8411,ㄅㄧㄝˊ,馝
10486,ㄅㄧㄝˊ,徶
11954,ㄅㄧㄝˊ,咇
12630,ㄅㄧㄝˊ,蟞
4964,ㄅㄧㄝˇ,癟
493,ㄅㄧㄠ,標
2390,ㄅㄧㄠ,飆
4074,ㄅㄧㄠ,鏢
4349,ㄅㄧㄠ,彪
4751,ㄅㄧㄠ,鑣
5669,ㄅㄧㄠ,滮
6038,ㄅㄧㄠ,摽
6150,ㄅㄧㄠ,杓
7658,ㄅㄧㄠ,儦
7739,ㄅㄧㄠ,贆
8158,ㄅㄧㄠ,麃
8166,ㄅㄧㄠ,穮
8805,ㄅㄧㄠ,搮
9070,ㄅㄧㄠ,膘
9462,ㄅㄧㄠ,謤
9510,ㄅㄧㄠ,熛
10583,ㄅㄧㄠ,驫
11522,ㄅㄧㄠ,猋
11700,ㄅㄧㄠ,蔈
11918,ㄅㄧㄠ,颮
12282,ㄅㄧㄠ,藨
12686,ㄅㄧㄠ,臕
12960,ㄅㄧㄠ,瘭
13178,ㄅㄧㄠ,瀌
13570,ㄅㄧㄠ,颩
13686,ㄅㄧㄠ,髟
13730,ㄅㄧㄠ,淲
14553,ㄅㄧㄠ,墂
14695,ㄅㄧㄠ,爂
6039,ㄅㄧㄠˋ,摽
7521,ㄅㄧㄠˋ,鰾
317,ㄅㄧㄠˇ,表
2819,ㄅㄧㄠˇ,錶
3982,ㄅㄧㄠˇ,婊
4915,ㄅㄧㄠˇ,裱
5899,ㄅㄧㄠˇ,俵
11682,ㄅㄧㄠˇ,諘
12779,ㄅㄧㄠˇ,檦
14017,ㄅㄧㄠˇ,褾
578,ㄅㄧㄢ,邊
914,ㄅㄧㄢ,編
2782,ㄅㄧㄢ,鞭
3956,ㄅㄧㄢ,蝙
6779,ㄅㄧㄢ,砭
7912,ㄅㄧㄢ,揙
8057,ㄅㄧㄢ,楄
8765,ㄅㄧㄢ,煸
9396,ㄅㄧㄢ,籩
12078,ㄅㄧㄢ,柉
12970,ㄅㄧㄢ,箯
14296,ㄅㄧㄢ,甂
14782,ㄅㄧㄢ,猵
392,ㄅㄧㄢˋ,變
420,ㄅㄧㄢˋ,便
1536,ㄅㄧㄢˋ,遍
1561,ㄅㄧㄢˋ,辯
1981,ㄅㄧㄢˋ,辨
4309,ㄅㄧㄢˋ,辮
5070,ㄅㄧㄢˋ,釆
5438,ㄅㄧㄢˋ,卞
5822,ㄅㄧㄢˋ,弁
6652,ㄅㄧㄢˋ,閞
6922,ㄅㄧㄢˋ,汴
7300,ㄅㄧㄢˋ,鴘
7913,ㄅㄧㄢˋ,揙
9042,ㄅㄧㄢˋ,緶
10059,ㄅㄧㄢˋ,汳
12293,ㄅㄧㄢˋ,忭
12564,ㄅㄧㄢˋ,抃
14644,ㄅㄧㄢˋ,艑
1061,ㄅㄧㄢˇ,扁
3181,ㄅㄧㄢˇ,貶
3957,ㄅㄧㄢˇ,蝙
5516,ㄅㄧㄢˇ,匾
5810,ㄅㄧㄢˇ,褊
5999,ㄅㄧㄢˇ,萹
6105,ㄅㄧㄢˇ,碥
6217,ㄅㄧㄢˇ,惼
6311,ㄅㄧㄢˇ,窆
7472,ㄅㄧㄢˇ,鶣
13665,ㄅㄧㄢˇ,稨
14129,ㄅㄧㄢˇ,豍
2011,ㄅㄧㄣ,彬
2157,ㄅㄧㄣ,賓
2597,ㄅㄧㄣ,斌
2958,ㄅㄧㄣ,濱
3197,ㄅㄧㄣ,檳
3600,ㄅㄧㄣ,繽
4191,ㄅㄧㄣ,稟
4212,ㄅㄧㄣ,瀕
5220,ㄅㄧㄣ,儐
7362,ㄅㄧㄣ,鑌
7628,ㄅㄧㄣ,邠
7688,ㄅㄧㄣ,豳
7732,ㄅㄧㄣ,玢
8724,ㄅㄧㄣ,椕
8855,ㄅㄧㄣ,霦
10851,ㄅㄧㄣ,驞
11649,ㄅㄧㄣ,虨
12101,ㄅㄧㄣ,蠙
12333,ㄅㄧㄣ,汃
13033,ㄅㄧㄣ,豩
13223,ㄅㄧㄣ,攽
13911,ㄅㄧㄣ,璸
14144,ㄅㄧㄣ,砏
4478,ㄅㄧㄣˋ,鬢
5221,ㄅㄧㄣˋ,儐
5316,ㄅㄧㄣˋ,殯
5792,ㄅㄧㄣˋ,臏
7473,ㄅㄧㄣˋ,鶣
7787,ㄅㄧㄣˋ,擯
13005,ㄅㄧㄣˋ,髕
14193,ㄅㄧㄣˋ,覕
819,ㄅㄧㄥ,兵
1418,ㄅㄧㄥ,冰
3058,ㄅㄧㄥ,并
3196,ㄅㄧㄥ,檳
6171,ㄅㄧㄥ,掤
7638,ㄅㄧㄥ,栟
367,ㄅㄧㄥˋ,並
890,ㄅㄧㄥˋ,病
2407,ㄅㄧㄥˋ,併
3059,ㄅㄧㄥˋ,并
3071,ㄅㄧㄥˋ,柄
4742,ㄅㄧㄥˋ,摒
9086,ㄅㄧㄥˋ,庰
10228,ㄅㄧㄥˋ,偋
10406,ㄅㄧㄥˋ,寎
2231,ㄅㄧㄥˇ,餅
2276,ㄅㄧㄥˇ,丙
3070,ㄅㄧㄥˇ,柄
3077,ㄅㄧㄥˇ,秉
3091,ㄅㄧㄥˇ,炳
4190,ㄅㄧㄥˇ,稟
5224,ㄅㄧㄥˇ,迸
6692,ㄅㄧㄥˇ,鞞
8005,ㄅㄧㄥˇ,昺
9085,ㄅㄧㄥˇ,庰
9187,ㄅㄧㄥˇ,陃
10338,ㄅㄧㄥˇ,鉼
12213,ㄅㄧㄥˇ,窉
12593,ㄅㄧㄥˇ,苪
14046,ㄅㄧㄥˇ,邴
14051,ㄅㄧㄥˇ,蛃
15307,ㄅㄧㄥˇ,怲
5391,ㄅㄨ,晡
6555,ㄅㄨ,逋
7199,ㄅㄨ,餔
7981,ㄅㄨ,誧
9878,ㄅㄨ,鵏
12200,ㄅㄨ,鯆
14660,ㄅㄨ,峬
5,ㄅㄨˋ,不
279,ㄅㄨˋ,部
768,ㄅㄨˋ,步
1151,ㄅㄨˋ,布
1438,ㄅㄨˋ,佈
2146,ㄅㄨˋ,怖
3199,ㄅㄨˋ,簿
3743,ㄅㄨˋ,埠
6601,ㄅㄨˋ,鈽
7200,ㄅㄨˋ,餔
8006,ㄅㄨˋ,吥
8652,ㄅㄨˋ,蔀
8853,ㄅㄨˋ,抪
9879,ㄅㄨˋ,鵏
11113,ㄅㄨˋ,篰
11860,ㄅㄨˋ,咘
12452,ㄅㄨˋ,捗
6,ㄅㄨˊ,不
13796,ㄅㄨˊ,轐
14522,ㄅㄨˊ,醭
904,ㄅㄨˇ,補
1923,ㄅㄨˇ,捕
2504,ㄅㄨˇ,埔
2506,ㄅㄨˇ,卜
3933,ㄅㄨˇ,哺
9077,ㄅㄨˇ,鳪
14209,ㄅㄨˇ,獛
1757,ㄆㄚ,啪
3480,ㄆㄚ,趴
5403,ㄆㄚ,葩
8816,ㄆㄚ,蚆
12949,ㄆㄚ,舥
674,ㄆㄚˋ,怕
2908,ㄆㄚˋ,帕
9977,ㄆㄚˋ,帊
10448,ㄆㄚˋ,袙
12334,ㄆㄚˋ,汃
2023,ㄆㄚˊ,爬
3754,ㄆㄚˊ,琶
3919,ㄆㄚˊ,扒
4153,ㄆㄚˊ,耙
6086,ㄆㄚˊ,杷
11598,ㄆㄚˊ,跁
6087,ㄆㄚ˙,杷
1078,ㄆㄛ,波
1932,ㄆㄛ,坡
2593,ㄆㄛ,潑
6302,ㄆㄛ,陂
13046,ㄆㄛ,癹
14705,ㄆㄛ,翍
15514,ㄆㄛ,鏺
595,ㄆㄛˋ,破
1642,ㄆㄛˋ,迫
2985,ㄆㄛˋ,魄
4438,ㄆㄛˋ,珀
4546,ㄆㄛˋ,朴
6611,ㄆㄛˋ,粕
7008,ㄆㄛˋ,醱
7918,ㄆㄛˋ,烞
9355,ㄆㄛˋ,謈
9639,ㄆㄛˋ,蒪
11232,ㄆㄛˋ,釙
11627,ㄆㄛˋ,胉
13279,ㄆㄛˋ,皛
14941,ㄆㄛˋ,昢
14955,ㄆㄛˋ,濼
15646,ㄆㄛˋ,哱
15762,ㄆㄛˋ,岶
1388,ㄆㄛˊ,婆
9071,ㄆㄛˊ,皤
9166,ㄆㄛˊ,鄱
11567,ㄆㄛˊ,搫
11754,ㄆㄛˊ,櫇
14187,ㄆㄛˊ,碆
1753,ㄆㄛˇ,頗
6362,ㄆㄛˇ,叵
13612,ㄆㄛˇ,笸
1320,ㄆㄞ,拍
1155,ㄆㄞˋ,派
4631,ㄆㄞˋ,湃
10151,ㄆㄞˋ,鎃
13597,ㄆㄞˋ,蒎
680,ㄆㄞˊ,排
1023,ㄆㄞˊ,牌
3478,ㄆㄞˊ,徘
6606,ㄆㄞˊ,俳
6696,ㄆㄞˊ,棑
14914,ㄆㄞˊ,箄
15080,ㄆㄞˊ,簰
6695,ㄆㄞˇ,棑
11626,ㄆㄞˇ,俖
3769,ㄆㄟ,呸
4356,ㄆㄟ,胚
6097,ㄆㄟ,坏
6758,ㄆㄟ,柸
6880,ㄆㄟ,坯
7588,ㄆㄟ,醅
10221,ㄆㄟ,衃
14706,ㄆㄟ,翍
14926,ㄆㄟ,岯
15730,ㄆㄟ,怌
852,ㄆㄟˋ,配
1648,ㄆㄟˋ,佩
2862,ㄆㄟˋ,珮
3150,ㄆㄟˋ,沛
3747,ㄆㄟˋ,妃
3894,ㄆㄟˋ,霈
6683,ㄆㄟˋ,轡
7010,ㄆㄟˋ,茷
7308,ㄆㄟˋ,旆
8074,ㄆㄟˋ,姵
8998,ㄆㄟˋ,浿
12813,ㄆㄟˋ,翇
13476,ㄆㄟˋ,帔
14031,ㄆㄟˋ,胇
14592,ㄆㄟˋ,淠
14943,ㄆㄟˋ,昢
15849,ㄆㄟˋ,伂
1709,ㄆㄟˊ,陪
1875,ㄆㄟˊ,培
2472,ㄆㄟˊ,賠
4408,ㄆㄟˊ,裴
6098,ㄆㄟˊ,坏
6447,ㄆㄟˊ,荖
6525,ㄆㄟˊ,棓
6881,ㄆㄟˊ,坯
11165,ㄆㄟˊ,邳
11719,ㄆㄟˊ,陫
15351,ㄆㄟˊ,毰
6291,ㄆㄟˇ,琣
14942,ㄆㄟˇ,昢
2246,ㄆㄠ,拋
15030,ㄆㄠ,脬
1380,ㄆㄠˋ,泡
1823,ㄆㄠˋ,砲
2093,ㄆㄠˋ,炮
6132,ㄆㄠˋ,皰
9186,ㄆㄠˋ,麭
10756,ㄆㄠˋ,髱
15830,ㄆㄠˋ,奅
2494,ㄆㄠˊ,袍
3761,ㄆㄠˊ,咆
5505,ㄆㄠˊ,庖
5623,ㄆㄠˊ,刨
6723,ㄆㄠˊ,匏
8159,ㄆㄠˊ,麃
8965,ㄆㄠˊ,炰
9144,ㄆㄠˊ,齙
9215,ㄆㄠˊ,瓟
9238,ㄆㄠˊ,猼
11286,ㄆㄠˊ,鞄
11919,ㄆㄠˊ,颮
714,ㄆㄠˇ,跑
8007,ㄆㄡ,吥
8463,ㄆㄡˊ,抔
9445,ㄆㄡˊ,裒
11519,ㄆㄡˊ,掊
11925,ㄆㄡˊ,捊
3260,ㄆㄡˇ,剖
6524,ㄆㄡˇ,棓
8340,ㄆㄡˇ,婄
9030,ㄆㄡˇ,瓿
11114,ㄆㄡˇ,篰
11518,ㄆㄡˇ,掊
2503,ㄆㄢ,潘
3030,ㄆㄢ,攀
13735,ㄆㄢ,眅
1075,ㄆㄢˋ,判
2008,ㄆㄢˋ,盼
2496,ㄆㄢˋ,叛
2878,ㄆㄢˋ,畔
